지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
155,창원,2006-01-01,4.6,-.4,9.9
155,창원,2006-01-02,5,2.3,8.7
155,창원,2006-01-03,2.8,0,7.4
155,창원,2006-01-04,1,-1.5,2.8
155,창원,2006-01-05,-1.7,-4.8,1.8
155,창원,2006-01-06,-2.6,-4.6,1.3
155,창원,2006-01-07,-2.4,-6.1,1.7
155,창원,2006-01-08,-.1,-4,5.1
155,창원,2006-01-09,1.6,-1.9,7
155,창원,2006-01-10,2.8,-2.1,8.5
155,창원,2006-01-11,2.9,-.6,7.6
155,창원,2006-01-12,4.8,-1,9.8
155,창원,2006-01-13,6.7,4.4,8.6
155,창원,2006-01-14,7.6,6,8.6
155,창원,2006-01-15,5.3,3.1,8.7
155,창원,2006-01-16,4.1,1.7,5.6
155,창원,2006-01-17,5.8,1.7,8.8
155,창원,2006-01-18,6.5,4.8,10
155,창원,2006-01-19,5.1,3.7,7.1
155,창원,2006-01-20,4.8,2.2,7.8
155,창원,2006-01-21,4.2,1.2,8.5
155,창원,2006-01-22,3,-.9,8.2
155,창원,2006-01-23,.8,-3.5,6.5
155,창원,2006-01-24,1.6,-1.8,7.3
155,창원,2006-01-25,3.4,-1.1,7.6
155,창원,2006-01-26,4.1,.3,9.4
155,창원,2006-01-27,3.8,.3,8.6
155,창원,2006-01-28,4.1,-.6,9.4
155,창원,2006-01-29,6.8,1.7,10.7
155,창원,2006-01-30,8.6,5,11.5
155,창원,2006-01-31,7.4,6.4,9.9
155,창원,2006-02-01,5.6,1.4,10.6
155,창원,2006-02-02,3.3,.6,7.6
155,창원,2006-02-03,-2.5,-6.9,2.5
155,창원,2006-02-04,-3.7,-8.8,1.4
155,창원,2006-02-05,-1,-6.3,4
155,창원,2006-02-06,.1,-1.9,2.8
155,창원,2006-02-07,2.8,.4,5.7
155,창원,2006-02-08,-1.5,-4.6,1.5
155,창원,2006-02-09,-1.8,-6,3.5
155,창원,2006-02-10,1.8,-4.2,7.9
155,창원,2006-02-11,3.7,-1.5,10.2
155,창원,2006-02-12,2.2,-1.3,8
155,창원,2006-02-13,6.3,-2.2,12.2
155,창원,2006-02-14,12.1,8.9,16.2
155,창원,2006-02-15,7,4.7,10.1
155,창원,2006-02-16,6.3,3.4,10.6
155,창원,2006-02-17,.2,-2.3,3.4
155,창원,2006-02-18,1.4,-2.6,6.2
155,창원,2006-02-19,4.2,.4,9.8
155,창원,2006-02-20,6.8,1.3,12.7
155,창원,2006-02-21,7.9,2.9,13.8
155,창원,2006-02-22,6.3,4.7,8.2
155,창원,2006-02-23,6,1.4,12.2
155,창원,2006-02-24,7.6,4.5,12.7
155,창원,2006-02-25,6.6,2.6,11.3
155,창원,2006-02-26,8.4,2.8,14.5
155,창원,2006-02-27,4.2,-.7,10.2
155,창원,2006-02-28,3.8,1.9,6.5
155,창원,2006-03-01,3.2,1.2,6.2
155,창원,2006-03-02,2.9,.3,6.6
155,창원,2006-03-03,2.7,-1.5,7.9
155,창원,2006-03-04,5,-.8,9.7
155,창원,2006-03-05,10,3.5,14.8
155,창원,2006-03-06,11.3,7.9,15.8
155,창원,2006-03-07,11,6.8,16.3
155,창원,2006-03-08,10.5,6.8,16
155,창원,2006-03-09,9.7,6.9,12.8
155,창원,2006-03-10,10.3,5.1,17.3
155,창원,2006-03-11,11.6,7.2,16.6
155,창원,2006-03-12,2.6,-3.9,10.2
155,창원,2006-03-13,.1,-5.8,6.6
155,창원,2006-03-14,3.9,-.8,9.3
155,창원,2006-03-15,7.5,.6,13.1
155,창원,2006-03-16,5.3,2.6,8.7
155,창원,2006-03-17,9.6,3.6,16.5
155,창원,2006-03-18,9.4,8,10.9
155,창원,2006-03-19,7.5,3.7,12.5
155,창원,2006-03-20,7.8,1.5,14.6
155,창원,2006-03-21,10.5,5.6,15.8
155,창원,2006-03-22,11,7.5,16.8
155,창원,2006-03-23,10.5,7.9,16.5
155,창원,2006-03-24,8.4,3.1,14.2
155,창원,2006-03-25,10.8,4.1,17.8
155,창원,2006-03-26,11.6,7.7,16.6
155,창원,2006-03-27,10.8,5.7,16.7
155,창원,2006-03-28,5.8,1.7,10.4
155,창원,2006-03-29,6.4,-.7,13.1
155,창원,2006-03-30,9,5.2,14.3
155,창원,2006-03-31,8.4,2.9,13.8
155,창원,2006-04-01,11.9,8.3,13.7
155,창원,2006-04-02,13.2,8,17.2
155,창원,2006-04-03,13.4,5.6,20.9
155,창원,2006-04-04,11.3,9.9,13.6
155,창원,2006-04-05,11.7,9.8,15.9
155,창원,2006-04-06,10.8,8.6,14.2
155,창원,2006-04-07,12.9,6.6,18.5
155,창원,2006-04-08,15.2,11.6,21.9
155,창원,2006-04-09,12.6,9.7,16.7
155,창원,2006-04-10,13.4,11.5,14.4
155,창원,2006-04-11,13.6,12.2,14.7
155,창원,2006-04-12,14.5,10.8,20.1
155,창원,2006-04-13,10.1,8.2,12.5
155,창원,2006-04-14,10.4,6.1,16.3
155,창원,2006-04-15,10,6.9,14.5
155,창원,2006-04-16,11.3,7,16.9
155,창원,2006-04-17,12,6.1,18.2
155,창원,2006-04-18,16,10.8,19.7
155,창원,2006-04-19,13.6,7,16.6
155,창원,2006-04-20,10.1,5.9,13.9
155,창원,2006-04-21,12.4,6.6,18.7
155,창원,2006-04-22,11.3,9.2,13.3
155,창원,2006-04-23,13.8,8.1,20.6
155,창원,2006-04-24,13.7,6.8,19.8
155,창원,2006-04-25,13.6,7.7,19.5
155,창원,2006-04-26,13.3,10.8,16.6
155,창원,2006-04-27,14.2,9.3,19.3
155,창원,2006-04-28,14.9,9.6,20.7
155,창원,2006-04-29,13.3,10.1,16.8
155,창원,2006-04-30,17.3,11.7,23.7
155,창원,2006-05-01,17.9,14,23.7
155,창원,2006-05-02,15.9,11.5,20.6
155,창원,2006-05-03,12.6,9.2,18.3
155,창원,2006-05-04,16.3,9.4,23.1
155,창원,2006-05-05,19,16,22.9
155,창원,2006-05-06,17.2,16.1,18.9
155,창원,2006-05-07,16.4,14.3,20.3
155,창원,2006-05-08,17.5,14.2,21.4
155,창원,2006-05-09,16.2,12.5,20.7
155,창원,2006-05-10,17.1,14.1,20.7
155,창원,2006-05-11,16.5,12.5,20.8
155,창원,2006-05-12,15.4,11.1,20.7
155,창원,2006-05-13,15.8,9.3,22.4
155,창원,2006-05-14,16.6,11.9,21.8
155,창원,2006-05-15,16.4,11.8,20.4
155,창원,2006-05-16,18.3,14.5,24
155,창원,2006-05-17,17.5,15,21.3
155,창원,2006-05-18,17.2,14.9,20.5
155,창원,2006-05-19,16.1,15,17.2
155,창원,2006-05-20,20.1,14.5,26.1
155,창원,2006-05-21,19.9,16.3,25.4
155,창원,2006-05-22,19.7,16.8,23.6
155,창원,2006-05-23,20.9,16.8,26.9
155,창원,2006-05-24,18.2,14.7,25.6
155,창원,2006-05-25,16.5,12.8,22.3
155,창원,2006-05-26,16.9,14.5,19.6
155,창원,2006-05-27,16.9,16.1,18.1
155,창원,2006-05-28,18.2,16,23.1
155,창원,2006-05-29,17.4,13.9,23.8
155,창원,2006-05-30,19.8,15,26.1
155,창원,2006-05-31,20.7,15,27.2
155,창원,2006-06-01,19.5,16.1,25.7
155,창원,2006-06-02,19.2,15.5,22.9
155,창원,2006-06-03,18.6,15.6,24
155,창원,2006-06-04,17.5,14.8,20.6
155,창원,2006-06-05,20.3,15.1,26.8
155,창원,2006-06-06,19.6,16.3,23.5
155,창원,2006-06-07,19.2,16.9,22.7
155,창원,2006-06-08,17.6,16.9,18.8
155,창원,2006-06-09,20.9,17.2,26.9
155,창원,2006-06-10,20.6,16.5,25.2
155,창원,2006-06-11,21.5,17.7,26.6
155,창원,2006-06-12,21.2,16.3,27.6
155,창원,2006-06-13,20.7,16.2,26
155,창원,2006-06-14,19.7,16.6,23.1
155,창원,2006-06-15,23.4,19.1,28.7
155,창원,2006-06-16,21.9,17.5,27.5
155,창원,2006-06-17,21.5,16.9,26.7
155,창원,2006-06-18,23.7,17.4,29.9
155,창원,2006-06-19,24.5,20.3,30.3
155,창원,2006-06-20,23.7,19.2,29.6
155,창원,2006-06-21,24.1,18.9,29.9
155,창원,2006-06-22,21.8,19.7,23.1
155,창원,2006-06-23,21.9,19,26.5
155,창원,2006-06-24,20.6,18.4,24.3
155,창원,2006-06-25,19.4,18.2,20.7
155,창원,2006-06-26,21.2,19.1,23.4
155,창원,2006-06-27,23.3,20.3,27.3
155,창원,2006-06-28,24.9,22.1,29.4
155,창원,2006-06-29,24.2,22.1,28.1
155,창원,2006-06-30,23.6,21.6,25.1
155,창원,2006-07-01,22.5,21.4,25.1
155,창원,2006-07-02,23.3,20.9,27.3
155,창원,2006-07-03,21,20,22.7
155,창원,2006-07-04,21.5,20,22.8
155,창원,2006-07-05,20.7,18.3,23.3
155,창원,2006-07-06,20,17.8,23.1
155,창원,2006-07-07,22.6,19.4,26.8
155,창원,2006-07-08,22.8,21.2,25.7
155,창원,2006-07-09,24.1,21.3,27.6
155,창원,2006-07-10,23.6,22.2,25.3
155,창원,2006-07-11,23.7,21.7,26.2
155,창원,2006-07-12,26,24,28
155,창원,2006-07-13,27.4,25.3,31.9
155,창원,2006-07-14,27.8,24.8,31.8
155,창원,2006-07-15,27,23.7,30.1
155,창원,2006-07-16,25.1,21.9,28
155,창원,2006-07-17,22.2,20.3,25.5
155,창원,2006-07-18,22.8,20.3,25.3
155,창원,2006-07-19,20.4,18.6,21.7
155,창원,2006-07-20,19.8,18.5,20.9
155,창원,2006-07-21,21,19.2,23.2
155,창원,2006-07-22,23.8,20.9,28.4
155,창원,2006-07-23,22.4,20.8,25.4
155,창원,2006-07-24,22,20.5,23.9
155,창원,2006-07-25,23.4,21.1,28.4
155,창원,2006-07-26,22,21,23.4
155,창원,2006-07-27,24.7,20.3,29
155,창원,2006-07-28,27.5,24.3,31.5
155,창원,2006-07-29,27.3,24.3,32
155,창원,2006-07-30,28.1,24.3,33.6
155,창원,2006-07-31,28.2,24.3,33.1
155,창원,2006-08-01,27.8,24.3,32.1
155,창원,2006-08-02,28.1,24.7,32.4
155,창원,2006-08-03,28.8,24.4,34.1
155,창원,2006-08-04,28.3,25.1,31.7
155,창원,2006-08-05,28.2,24,32.8
155,창원,2006-08-06,28.9,24.6,33.2
155,창원,2006-08-07,29.1,25.3,33.7
155,창원,2006-08-08,29,25.1,34.9
155,창원,2006-08-09,28.5,24.9,35
155,창원,2006-08-10,29,25.4,33.8
155,창원,2006-08-11,28.8,24.7,34.6
155,창원,2006-08-12,27.4,24.8,34.1
155,창원,2006-08-13,28,25.3,34.3
155,창원,2006-08-14,28.3,25.2,31.9
155,창원,2006-08-15,29.1,25.7,33.2
155,창원,2006-08-16,28.8,26.3,32.9
155,창원,2006-08-17,28.2,24.4,32.4
155,창원,2006-08-18,26.7,24.7,28.1
155,창원,2006-08-19,22,20.6,24.8
155,창원,2006-08-20,24.9,21,28.9
155,창원,2006-08-21,27.1,24.1,30.3
155,창원,2006-08-22,26.8,25.3,29.3
155,창원,2006-08-23,26.3,24.5,30.3
155,창원,2006-08-24,26.5,23.7,32.4
155,창원,2006-08-25,26.4,23.3,31.2
155,창원,2006-08-26,27.4,24.6,31.2
155,창원,2006-08-27,25.4,23.2,28
155,창원,2006-08-28,27.9,23.3,32.6
155,창원,2006-08-29,26.9,24.6,31.2
155,창원,2006-08-30,24.8,21.5,26.5
155,창원,2006-08-31,25.4,23,29.8
155,창원,2006-09-01,25,20.1,29.6
155,창원,2006-09-02,24.5,21.5,29.9
155,창원,2006-09-03,25.2,21.5,29.6
155,창원,2006-09-04,25.5,21.4,31.1
155,창원,2006-09-05,22.2,18.3,24.9
155,창원,2006-09-06,20.1,16.8,26.3
155,창원,2006-09-07,22.8,18.3,29.6
155,창원,2006-09-08,23.8,20,26.5
155,창원,2006-09-09,24.6,23,28
155,창원,2006-09-10,19.8,16.3,23.4
155,창원,2006-09-11,18.3,16.8,21.8
155,창원,2006-09-12,20.4,16.8,23.3
155,창원,2006-09-13,20.6,19.6,22.5
155,창원,2006-09-14,21.1,18.6,24.9
155,창원,2006-09-15,19.3,16.3,23.4
155,창원,2006-09-16,19.6,16.3,22
155,창원,2006-09-17,18.6,17.3,20
155,창원,2006-09-18,19,16.6,21.8
155,창원,2006-09-19,20.7,16.9,26.7
155,창원,2006-09-20,20.4,16.1,25.8
155,창원,2006-09-21,21.2,17.4,24.9
155,창원,2006-09-22,20.8,17.2,25.3
155,창원,2006-09-23,19.4,14.9,24.6
155,창원,2006-09-24,18.7,14.3,23.5
155,창원,2006-09-25,19.2,14.1,24.7
155,창원,2006-09-26,20,16.3,24.1
155,창원,2006-09-27,20,15.9,25.3
155,창원,2006-09-28,19.8,16.7,23.4
155,창원,2006-09-29,20.4,16.6,25.6
155,창원,2006-09-30,20.3,16.4,24.8
155,창원,2006-10-01,19.6,16,24.4
155,창원,2006-10-02,19.6,16.5,24.7
155,창원,2006-10-03,19,16.1,24.9
155,창원,2006-10-04,19.5,15.4,25.3
155,창원,2006-10-05,20.2,16.6,23.6
155,창원,2006-10-06,20.9,17.4,25.3
155,창원,2006-10-07,19.2,14.9,25.2
155,창원,2006-10-08,18.7,15,23.4
155,창원,2006-10-09,20,16.9,24.6
155,창원,2006-10-10,20,17.4,24.6
155,창원,2006-10-11,21.1,18,26.7
155,창원,2006-10-12,20.3,17.2,25.2
155,창원,2006-10-13,19.3,15.6,24.6
155,창원,2006-10-14,18.4,14.4,23.7
155,창원,2006-10-15,19.6,15.5,26.3
155,창원,2006-10-16,19.2,15.9,24.1
155,창원,2006-10-17,19.1,16.5,23
155,창원,2006-10-18,19.2,15.1,24.9
155,창원,2006-10-19,19.9,16.3,24.4
155,창원,2006-10-20,20.7,17.4,26.6
155,창원,2006-10-21,19.4,15.5,23.4
155,창원,2006-10-22,18.2,16,19.9
155,창원,2006-10-23,17,14.6,20.9
155,창원,2006-10-24,15.9,13.5,19.6
155,창원,2006-10-25,16.2,11.2,21.3
155,창원,2006-10-26,16.4,14.3,20.8
155,창원,2006-10-27,16.6,14,20.3
155,창원,2006-10-28,15.7,11.7,22.1
155,창원,2006-10-29,16.3,12.3,21.5
155,창원,2006-10-30,16,12.5,21.8
155,창원,2006-10-31,15.9,11.5,22
155,창원,2006-11-01,15.8,12.2,20.1
155,창원,2006-11-02,15.2,11.4,20.7
155,창원,2006-11-03,15.3,10.2,21.8
155,창원,2006-11-04,15.7,11.5,19.8
155,창원,2006-11-05,17.3,13.7,22.6
155,창원,2006-11-06,12,7.6,18.3
155,창원,2006-11-07,7.5,3.6,12.5
155,창원,2006-11-08,13.1,4.7,18.1
155,창원,2006-11-09,19,15.6,23.9
155,창원,2006-11-10,14.6,12.3,17.5
155,창원,2006-11-11,11.4,6.9,15.2
155,창원,2006-11-12,8.3,4.5,13.3
155,창원,2006-11-13,10,4.4,14
155,창원,2006-11-14,10.7,6.2,15.2
155,창원,2006-11-15,10.2,4.2,15.9
155,창원,2006-11-16,7.6,4.9,10.9
155,창원,2006-11-17,8.9,5.1,13.5
155,창원,2006-11-18,7.6,6.1,9
155,창원,2006-11-19,12,7.9,16
155,창원,2006-11-20,12.5,8.3,16.5
155,창원,2006-11-21,10.8,5.8,16
155,창원,2006-11-22,11.7,8.6,14
155,창원,2006-11-23,10.7,9.2,12.6
155,창원,2006-11-24,9.7,8.4,10.9
155,창원,2006-11-25,11.4,6.8,15.7
155,창원,2006-11-26,11.7,9.4,13.6
155,창원,2006-11-27,11,8.7,13.5
155,창원,2006-11-28,9.4,6.6,13.5
155,창원,2006-11-29,6.7,4.9,9.5
155,창원,2006-11-30,6.8,3.2,11.3
155,창원,2006-12-01,7.7,4.4,12.3
155,창원,2006-12-02,4.6,-.2,7.9
155,창원,2006-12-03,.2,-2.4,4.1
155,창원,2006-12-04,1.7,-2.3,6
155,창원,2006-12-05,4.3,-.9,9.2
155,창원,2006-12-06,6,1.5,10.7
155,창원,2006-12-07,6.8,5.1,7.9
155,창원,2006-12-08,8,6.7,8.9
155,창원,2006-12-09,6.5,3.6,9.9
155,창원,2006-12-10,4,1,7.9
155,창원,2006-12-11,5.4,.1,10.5
155,창원,2006-12-12,7.9,3.6,12.5
155,창원,2006-12-13,6.8,5.3,9.2
155,창원,2006-12-14,6.7,4.2,8.3
155,창원,2006-12-15,6.1,1.4,11.6
155,창원,2006-12-16,5.8,2.8,9.7
155,창원,2006-12-17,2.5,.5,6.2
155,창원,2006-12-18,2,-.5,5.3
155,창원,2006-12-19,2.9,-.5,7.7
155,창원,2006-12-20,4.6,-.8,11.3
155,창원,2006-12-21,6.8,2.9,11.9
155,창원,2006-12-22,5.5,1.9,10.3
155,창원,2006-12-23,6,1.5,10.1
155,창원,2006-12-24,5.5,1.1,10
155,창원,2006-12-25,8.9,4.7,14.3
155,창원,2006-12-26,9.9,5.7,15.6
155,창원,2006-12-27,7.3,2.2,12.9
155,창원,2006-12-28,-.8,-5.6,2.5
155,창원,2006-12-29,-3.6,-8.3,1.5
155,창원,2006-12-30,1.4,-2.9,5.7
155,창원,2006-12-31,4.4,-.1,10.3
155,창원,2007-01-01,5.4,1.3,9.7
155,창원,2007-01-02,7.6,4.5,12.3
155,창원,2007-01-03,7.7,5.1,10.4
155,창원,2007-01-04,6.7,3.5,11.1
155,창원,2007-01-05,6.2,2.4,11.5
155,창원,2007-01-06,3.3,-.9,7.6
155,창원,2007-01-07,2.4,-.7,7.7
155,창원,2007-01-08,2.5,-1,7.1
155,창원,2007-01-09,1.9,-1.8,6.4
155,창원,2007-01-10,2.5,-1.4,6.6
155,창원,2007-01-11,2,-1.5,6.4
155,창원,2007-01-12,2.4,-.7,6
155,창원,2007-01-13,-.4,-3,3.1
155,창원,2007-01-14,1.2,-4.1,6.3
155,창원,2007-01-15,4,-1.1,9.6
155,창원,2007-01-16,5,2.9,6.4
155,창원,2007-01-17,5.5,3.4,9.5
155,창원,2007-01-18,4.9,.4,10.6
155,창원,2007-01-19,3.9,-.5,8.7
155,창원,2007-01-20,5.2,2.9,7.8
155,창원,2007-01-21,6.9,3.8,12.1
155,창원,2007-01-22,5.3,2.3,8.7
155,창원,2007-01-23,5.1,1.2,8.9
155,창원,2007-01-24,6.7,3.6,10.8
155,창원,2007-01-25,4.4,.5,9.6
155,창원,2007-01-26,3.4,.7,7.8
155,창원,2007-01-27,3.1,.6,8.2
155,창원,2007-01-28,2.2,-2,6.9
155,창원,2007-01-29,2.9,-.4,7.8
155,창원,2007-01-30,3.1,-1.1,9.8
155,창원,2007-01-31,1.7,-2.3,6.8
155,창원,2007-02-01,.5,-2.9,4.4
155,창원,2007-02-02,-.9,-4.1,3.3
155,창원,2007-02-03,3,-4.4,9.9
155,창원,2007-02-04,5.9,.9,11.1
155,창원,2007-02-05,7.1,.9,14.5
155,창원,2007-02-06,8.8,3,15.6
155,창원,2007-02-07,9.9,4.7,15.3
155,창원,2007-02-08,8.9,7.9,9.9
155,창원,2007-02-09,8.1,4.7,12.1
155,창원,2007-02-10,5.8,2.5,11.6
155,창원,2007-02-11,4.9,-.6,10.6
155,창원,2007-02-12,5,1.9,10.4
155,창원,2007-02-13,7,.5,12.4
155,창원,2007-02-14,5.9,-.5,10.2
155,창원,2007-02-15,3,-1.7,8.7
155,창원,2007-02-16,5.5,.7,10.4
155,창원,2007-02-17,5.9,4.7,7.4
155,창원,2007-02-18,7.9,4.1,13.4
155,창원,2007-02-19,8.1,4.1,12.9
155,창원,2007-02-20,8.7,3.6,14.3
155,창원,2007-02-21,9.1,4.4,16.1
155,창원,2007-02-22,8.3,3.5,13.8
155,창원,2007-02-23,8.7,4.9,13.7
155,창원,2007-02-24,6.6,1.6,11.7
155,창원,2007-02-25,7.6,5.3,11.2
155,창원,2007-02-26,8,3,13.9
155,창원,2007-02-27,10.2,3.9,16.8
155,창원,2007-02-28,8.2,5.2,13.6
155,창원,2007-03-01,7.9,2.5,13.2
155,창원,2007-03-02,9.7,7.3,13.1
155,창원,2007-03-03,13.2,10.3,16.2
155,창원,2007-03-04,13.1,11.2,17
155,창원,2007-03-05,5,-1.2,12
155,창원,2007-03-06,0,-3.8,6.2
155,창원,2007-03-07,.8,-4.6,6.3
155,창원,2007-03-08,3.8,-1,8.2
155,창원,2007-03-09,6.2,1.3,11.8
155,창원,2007-03-10,7.2,3,13
155,창원,2007-03-11,2.8,-2.6,8.9
155,창원,2007-03-12,5.2,-.6,10.2
155,창원,2007-03-13,7.2,2.6,12.6
155,창원,2007-03-14,8.5,5.5,13
155,창원,2007-03-15,7.7,5.5,9.9
155,창원,2007-03-16,8.3,5.9,11.8
155,창원,2007-03-17,6.9,4.9,8.9
155,창원,2007-03-18,6.4,2.4,11.5
155,창원,2007-03-19,7.1,4.8,11.6
155,창원,2007-03-20,6.5,2.5,10.3
155,창원,2007-03-21,9.2,3.4,16.6
155,창원,2007-03-22,10.5,4.6,17.5
155,창원,2007-03-23,12,6.3,17.3
155,창원,2007-03-24,13.8,10.3,15.4
155,창원,2007-03-25,14.3,9.9,19.4
155,창원,2007-03-26,13.5,9,18.1
155,창원,2007-03-27,12.9,10.6,17.8
155,창원,2007-03-28,13.6,7,18.4
155,창원,2007-03-29,12.8,11.2,16.1
155,창원,2007-03-30,11.8,8.5,16.9
155,창원,2007-03-31,13.2,9.8,17.2
155,창원,2007-04-01,12.1,9.7,14.6
155,창원,2007-04-02,11.1,5.7,16.7
155,창원,2007-04-03,7.6,3.4,14
155,창원,2007-04-04,8.7,4.3,13.3
155,창원,2007-04-05,9.3,4.3,13.8
155,창원,2007-04-06,11.2,6.8,16.9
155,창원,2007-04-07,12.9,8.1,18.6
155,창원,2007-04-08,12.4,9.4,17.3
155,창원,2007-04-09,12.1,6.9,19.2
155,창원,2007-04-10,12.2,7.2,17.3
155,창원,2007-04-11,12.5,8.4,16.5
155,창원,2007-04-12,13.8,8.4,19.3
155,창원,2007-04-13,15.9,9.9,23.4
155,창원,2007-04-14,12.8,6.8,20.5
155,창원,2007-04-15,13.2,8.8,18.4
155,창원,2007-04-16,8.1,6.9,10.4
155,창원,2007-04-17,10.1,4.5,15.8
155,창원,2007-04-18,10.9,7.9,14.9
155,창원,2007-04-19,12.6,6.6,20.3
155,창원,2007-04-20,15.6,9.9,18.5
155,창원,2007-04-21,17.8,16,19.7
155,창원,2007-04-22,17.5,13.3,21.9
155,창원,2007-04-23,13.6,10.3,20.2
155,창원,2007-04-24,12.6,8.6,18.2
155,창원,2007-04-25,16.2,10.6,20.8
155,창원,2007-04-26,16.3,10.7,23.4
155,창원,2007-04-27,16.7,11.2,21.3
155,창원,2007-04-28,16.9,11.1,24
155,창원,2007-04-29,17.8,10.2,25.2
155,창원,2007-04-30,16.2,12.3,22.1
155,창원,2007-05-01,14.4,13,16.1
155,창원,2007-05-02,17.8,10.8,25.6
155,창원,2007-05-03,17,12.3,22.2
155,창원,2007-05-04,18.3,14.1,23.4
155,창원,2007-05-05,17.9,14.5,24
155,창원,2007-05-06,16,14.3,18.8
155,창원,2007-05-07,20.4,14.1,29.6
155,창원,2007-05-08,21.4,13.9,30.1
155,창원,2007-05-09,18.2,14.3,23.5
155,창원,2007-05-10,16.5,12.3,23.4
155,창원,2007-05-11,17.7,12.6,22.6
155,창원,2007-05-12,16.1,14.8,17.5
155,창원,2007-05-13,17.4,12.3,22.8
155,창원,2007-05-14,18.3,12.1,25.4
155,창원,2007-05-15,17.9,13.4,25.1
155,창원,2007-05-16,16,14.7,18
155,창원,2007-05-17,19.9,13.9,26.9
155,창원,2007-05-18,19.4,14.1,26
155,창원,2007-05-19,16.4,13,21.8
155,창원,2007-05-20,16.4,12.9,20.6
155,창원,2007-05-21,18.4,13,25
155,창원,2007-05-22,19.7,13.7,26.3
155,창원,2007-05-23,19.4,13.8,24.4
155,창원,2007-05-24,19.8,17,24.8
155,창원,2007-05-25,23.6,18.3,30.7
155,창원,2007-05-26,22.8,18,28.4
155,창원,2007-05-27,21.8,17.6,29
155,창원,2007-05-28,17.4,14.4,22
155,창원,2007-05-29,19.3,13.4,25.8
155,창원,2007-05-30,18.9,16.2,26.4
155,창원,2007-05-31,17.9,14.3,21.8
155,창원,2007-06-01,17.5,15.5,20
155,창원,2007-06-02,18,15,19.9
155,창원,2007-06-03,20.9,18.1,25.2
155,창원,2007-06-04,20.1,15.9,25.1
155,창원,2007-06-05,22.3,17.8,27.6
155,창원,2007-06-06,22.7,18.8,28.4
155,창원,2007-06-07,23.6,19.6,28.8
155,창원,2007-06-08,22.2,17.2,29
155,창원,2007-06-09,18.2,15.8,22.3
155,창원,2007-06-10,19.4,15.1,24.2
155,창원,2007-06-11,20.2,16.2,24.3
155,창원,2007-06-12,21.5,16.8,26.6
155,창원,2007-06-13,21,18.1,25.4
155,창원,2007-06-14,19.8,17.3,21.8
155,창원,2007-06-15,20,18.6,21.9
155,창원,2007-06-16,22.6,16.3,27.5
155,창원,2007-06-17,20.9,19.2,24.2
155,창원,2007-06-18,21.1,17.7,27.2
155,창원,2007-06-19,21.1,16.7,26
155,창원,2007-06-20,23.3,18.9,28.6
155,창원,2007-06-21,23.2,21.1,26
155,창원,2007-06-22,21.2,19.6,23
155,창원,2007-06-23,21.3,19.1,25
155,창원,2007-06-24,22.3,20.4,25.7
155,창원,2007-06-25,21.9,19.5,24.5
155,창원,2007-06-26,22.7,20.7,27.4
155,창원,2007-06-27,24.7,20.2,30.5
155,창원,2007-06-28,23.8,22.1,24.9
155,창원,2007-06-29,25.1,22.2,29.7
155,창원,2007-06-30,22.4,20.5,25.3
155,창원,2007-07-01,20.5,19.6,21.4
155,창원,2007-07-02,22,20.3,24.2
155,창원,2007-07-03,23.7,21.3,29.1
155,창원,2007-07-04,21.3,19.7,24.3
155,창원,2007-07-05,23.3,19.4,28.7
155,창원,2007-07-06,22.1,20.8,25.1
155,창원,2007-07-07,23.4,20.7,28.7
155,창원,2007-07-08,21.9,20.2,24.9
155,창원,2007-07-09,21.1,20,23.3
155,창원,2007-07-10,21.7,20.5,24.1
155,창원,2007-07-11,21.9,20.4,24.9
155,창원,2007-07-12,23.3,20.8,27.6
155,창원,2007-07-13,22.3,21,23.9
155,창원,2007-07-14,22.5,20.9,24.4
155,창원,2007-07-15,22.4,20.2,27
155,창원,2007-07-16,20.3,18.6,22.6
155,창원,2007-07-17,23.4,20.2,30
155,창원,2007-07-18,24.2,19.4,30.4
155,창원,2007-07-19,24.2,22.1,25.6
155,창원,2007-07-20,23.3,21.2,28.6
155,창원,2007-07-21,22.3,21,24.4
155,창원,2007-07-22,24,21.8,28.1
155,창원,2007-07-23,24.9,21.5,28.6
155,창원,2007-07-24,25.2,21.8,28.8
155,창원,2007-07-25,27.4,24.5,32
155,창원,2007-07-26,28.1,24.3,36
155,창원,2007-07-27,29.3,24.4,35
155,창원,2007-07-28,29.9,25.6,35.3
155,창원,2007-07-29,27,21.8,34.8
155,창원,2007-07-30,24.5,22,29
155,창원,2007-07-31,25.5,21,30.7
155,창원,2007-08-01,27.5,23.9,31.8
155,창원,2007-08-02,28.8,25.1,33.6
155,창원,2007-08-03,28.8,24.9,33.1
155,창원,2007-08-04,27.3,24.4,32
155,창원,2007-08-05,24.5,23.1,27.8
155,창원,2007-08-06,24.6,22.8,28.6
155,창원,2007-08-07,24.1,22.3,25.4
155,창원,2007-08-08,25.9,24.5,27.2
155,창원,2007-08-09,27.4,26.1,29.8
155,창원,2007-08-10,27.5,24.9,30.4
155,창원,2007-08-11,27.8,23.4,31.8
155,창원,2007-08-12,26,24.5,27.1
155,창원,2007-08-13,25.6,23.8,27.1
155,창원,2007-08-14,25.9,24.8,28.5
155,창원,2007-08-15,26.7,23.8,31.9
155,창원,2007-08-16,28,24.1,33.1
155,창원,2007-08-17,29.1,25.2,34.1
