지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
155,창원,2013-11-15,10.5,6.6,17.5
155,창원,2013-11-16,10.6,6.9,16.3
155,창원,2013-11-17,9.7,5.7,14
155,창원,2013-11-18,5.4,2.4,9.5
155,창원,2013-11-19,6.1,2.3,10.3
155,창원,2013-11-20,6.4,3.9,11.5
155,창원,2013-11-21,6.4,1.7,12.3
155,창원,2013-11-22,7.6,3.1,12.7
155,창원,2013-11-23,7.9,3.2,13.5
155,창원,2013-11-24,11.3,6.5,15.3
155,창원,2013-11-25,10.4,5.6,17.4
155,창원,2013-11-26,6.4,2.8,11.1
155,창원,2013-11-27,6.1,.7,12.8
155,창원,2013-11-28,1.7,-1.9,5.2
155,창원,2013-11-29,4,0,8.8
155,창원,2013-11-30,6.3,.8,12.9
155,창원,2013-12-01,7.5,2.7,14.5
155,창원,2013-12-02,6.9,3.6,11.9
155,창원,2013-12-03,7.1,2.9,11.8
155,창원,2013-12-04,7.3,2.9,12.9
155,창원,2013-12-05,8.4,2.5,13.7
155,창원,2013-12-06,8.6,6,12.7
155,창원,2013-12-07,6.9,2.2,11.9
155,창원,2013-12-08,6.9,2.5,12.5
155,창원,2013-12-09,8.1,4.8,12.3
155,창원,2013-12-10,5.5,2.7,9.5
155,창원,2013-12-11,3.4,.3,7.9
155,창원,2013-12-12,4.6,-.7,8.7
155,창원,2013-12-13,2.5,-1.9,8.3
155,창원,2013-12-14,3.5,-1.9,8.8
155,창원,2013-12-15,2.6,.3,5.5
155,창원,2013-12-16,2.5,-1.6,5.2
155,창원,2013-12-17,6.1,2.7,9.5
155,창원,2013-12-18,6.9,5.7,7.8
155,창원,2013-12-19,2.9,-1,6.5
155,창원,2013-12-20,2.5,-1.2,7.4
155,창원,2013-12-21,3.1,.2,7.6
155,창원,2013-12-22,2.5,-.6,6.7
155,창원,2013-12-23,3.6,-.2,7.8
155,창원,2013-12-24,3.6,-.5,8.6
155,창원,2013-12-25,5.7,-.4,10.5
155,창원,2013-12-26,4.8,3,7.6
155,창원,2013-12-27,.9,-1.4,5.4
155,창원,2013-12-28,-.2,-3.8,4.7
155,창원,2013-12-29,.7,-4.4,6.6
155,창원,2013-12-30,4.4,-1.2,10
155,창원,2013-12-31,5.7,-.3,11.3
155,창원,2014-01-01,7.3,3.7,11.3
155,창원,2014-01-02,5.8,2.2,11.2
155,창원,2014-01-03,6,.5,11.7
155,창원,2014-01-04,5.7,3.3,10.1
155,창원,2014-01-05,4.7,.6,8.8
155,창원,2014-01-06,4.3,1.1,9
155,창원,2014-01-07,4.8,-.9,10
155,창원,2014-01-08,4.4,2.5,6.8
155,창원,2014-01-09,-1.8,-4.9,3.4
155,창원,2014-01-10,-.7,-5.4,4.6
155,창원,2014-01-11,1.6,-2.3,6.1
155,창원,2014-01-12,2.7,-1.7,7.9
155,창원,2014-01-13,-.2,-3.2,3.6
155,창원,2014-01-14,.8,-2.9,5.3
155,창원,2014-01-15,1.3,-2,5.5
155,창원,2014-01-16,2.5,-.6,6.6
155,창원,2014-01-17,3.7,-.2,7.9
155,창원,2014-01-18,2.4,-.9,7.7
155,창원,2014-01-19,1.2,-3.9,6.4
155,창원,2014-01-20,4.1,1.4,9.9
155,창원,2014-01-21,.3,-1.7,4.4
155,창원,2014-01-22,.3,-3.6,5.4
155,창원,2014-01-23,2.4,-2.2,7.8
155,창원,2014-01-24,6.7,-1.3,14.8
155,창원,2014-01-25,10.7,6.5,14.6
155,창원,2014-01-26,4.3,.6,9.1
155,창원,2014-01-27,4.8,-1.7,10.7
155,창원,2014-01-28,7.7,3.1,14.1
155,창원,2014-01-29,7.1,-.2,14.2
155,창원,2014-01-30,10.5,7,16.3
155,창원,2014-01-31,7.4,2.9,14.1
155,창원,2014-02-01,10.9,4.3,16
155,창원,2014-02-02,12.6,10.5,17.2
155,창원,2014-02-03,7.6,-.4,11.4
155,창원,2014-02-04,-2.8,-6.1,1.8
155,창원,2014-02-05,-1.2,-5.3,3.4
155,창원,2014-02-06,2.2,-1.4,4.7
155,창원,2014-02-07,4.4,2.5,6.2
155,창원,2014-02-08,5.3,3.6,7.7
155,창원,2014-02-09,4.1,2.5,7.7
155,창원,2014-02-10,2.9,1.1,5.4
155,창원,2014-02-11,2.2,-1,7.1
155,창원,2014-02-12,2.7,-1.3,7.7
155,창원,2014-02-13,3.9,1.1,6.8
155,창원,2014-02-14,3.7,2.5,4.9
155,창원,2014-02-15,4.5,0,9.9
155,창원,2014-02-16,5.8,-.4,11
155,창원,2014-02-17,6.8,5,10.6
155,창원,2014-02-18,4,2.5,6.2
155,창원,2014-02-19,4.1,1.7,7.3
155,창원,2014-02-20,4.9,-.3,10.5
155,창원,2014-02-21,4,-.5,10.3
155,창원,2014-02-22,5.2,.7,10.9
155,창원,2014-02-23,6.3,2.1,11.9
155,창원,2014-02-24,7.5,2.3,13.6
155,창원,2014-02-25,9.3,4.2,15.3
155,창원,2014-02-26,8,7.1,9.4
155,창원,2014-02-27,11.7,8.4,16.1
155,창원,2014-02-28,10.1,7.7,13.7
155,창원,2014-03-01,9.1,7.6,11
155,창원,2014-03-02,9,5.8,12.8
155,창원,2014-03-03,6.6,2.8,11.5
155,창원,2014-03-04,7.1,3,11.8
155,창원,2014-03-05,6.6,2.4,10.4
155,창원,2014-03-06,3.9,0,8.3
155,창원,2014-03-07,3.8,.5,7.9
155,창원,2014-03-08,5.2,.1,10
155,창원,2014-03-09,6.3,1.8,11.7
155,창원,2014-03-10,4.5,-1.2,11.1
155,창원,2014-03-11,7.2,1.1,14.2
155,창원,2014-03-12,9.1,5.5,12.7
155,창원,2014-03-13,5.7,3.1,9.3
155,창원,2014-03-14,5.1,1.8,8.7
155,창원,2014-03-15,8.2,.6,14.5
155,창원,2014-03-16,12.2,6.1,17.9
155,창원,2014-03-17,12.9,6.5,19.3
155,창원,2014-03-18,15.9,11.1,23.9
155,창원,2014-03-19,10.3,7.8,12.9
155,창원,2014-03-20,8.9,5.6,13
155,창원,2014-03-21,7.3,2.6,12.1
155,창원,2014-03-22,8.9,2.5,15.2
155,창원,2014-03-23,12.3,5.7,19.4
155,창원,2014-03-24,12.6,6.3,18.4
155,창원,2014-03-25,14.1,12.2,16.5
155,창원,2014-03-26,14.3,11.2,16.7
155,창원,2014-03-27,13.7,10.1,20.5
155,창원,2014-03-28,15.1,9.8,20.7
155,창원,2014-03-29,14.5,13.1,17.4
155,창원,2014-03-30,14,11,19.6
155,창원,2014-03-31,13.3,9,20
155,창원,2014-04-01,14.2,10.1,20.3
155,창원,2014-04-02,14.8,9.7,21.2
155,창원,2014-04-03,14.1,9.9,20.8
155,창원,2014-04-04,9.8,5.7,14.9
155,창원,2014-04-05,8.8,6,13.2
155,창원,2014-04-06,9.7,3.8,16.2
155,창원,2014-04-07,13.4,6.3,21.2
155,창원,2014-04-08,14.6,9.6,21.9
155,창원,2014-04-09,15.2,9.3,22.3
155,창원,2014-04-10,14.9,10.5,21.9
155,창원,2014-04-11,12.5,8.5,17.3
155,창원,2014-04-12,13.8,10.5,18.3
155,창원,2014-04-13,13.2,10.2,17.2
155,창원,2014-04-14,13.6,8.6,21.6
155,창원,2014-04-15,17.7,8.8,27.1
155,창원,2014-04-16,18.8,13.9,25.1
155,창원,2014-04-17,14.2,11.1,20.7
155,창원,2014-04-18,13.5,11.8,15.6
155,창원,2014-04-19,12.2,8.8,14.4
155,창원,2014-04-20,13.1,10.4,18.3
155,창원,2014-04-21,16.5,10.4,24.5
155,창원,2014-04-22,16.4,12,23.6
155,창원,2014-04-23,16.9,10.8,25.4
155,창원,2014-04-24,17.2,11.8,23.4
155,창원,2014-04-25,17.2,11.6,24.1
155,창원,2014-04-26,17.7,11.7,24.3
155,창원,2014-04-27,16.2,13.8,19.9
155,창원,2014-04-28,14.7,13.2,15.6
155,창원,2014-04-29,15.4,14.1,19
155,창원,2014-04-30,14.8,13.9,17
155,창원,2014-05-01,17.2,13.1,22.8
155,창원,2014-05-02,18.4,13,25.3
155,창원,2014-05-03,16.6,11.6,23.1
155,창원,2014-05-04,15.4,11,21.3
155,창원,2014-05-05,14.9,9.9,20.2
155,창원,2014-05-06,14.3,9.2,20.8
155,창원,2014-05-07,15.3,8.8,21.6
155,창원,2014-05-08,19.2,12.9,26
155,창원,2014-05-09,17.7,13.7,26.1
155,창원,2014-05-10,17.8,11.7,23
155,창원,2014-05-11,18.1,14.1,22.7
155,창원,2014-05-12,20.3,16.2,26
155,창원,2014-05-13,20.6,14.6,27.7
155,창원,2014-05-14,16.9,14.8,19.3
155,창원,2014-05-15,21,14.7,28.6
155,창원,2014-05-16,21.9,17.2,26.4
155,창원,2014-05-17,20.7,16.1,26.6
155,창원,2014-05-18,19.6,15.8,26
155,창원,2014-05-19,20.7,14.4,27.1
155,창원,2014-05-20,18.2,16.3,20.4
155,창원,2014-05-21,21.1,15.1,29.1
155,창원,2014-05-22,20,15.1,28.9
155,창원,2014-05-23,18.1,15.9,21.4
155,창원,2014-05-24,20.8,15.1,27.3
155,창원,2014-05-25,20.4,17.4,24.7
155,창원,2014-05-26,22.7,17.9,27.9
155,창원,2014-05-27,21.6,15,28.7
155,창원,2014-05-28,21.1,17.6,25.4
155,창원,2014-05-29,23,17.4,29.8
155,창원,2014-05-30,23.8,17.4,30.8
155,창원,2014-05-31,24.5,17.9,31.8
155,창원,2014-06-01,23.6,18.9,28.8
155,창원,2014-06-02,20.4,17.2,23.5
155,창원,2014-06-03,19.4,17.6,22
155,창원,2014-06-04,22,19.5,25.9
155,창원,2014-06-05,20.9,19.9,22.3
155,창원,2014-06-06,20.6,17.5,25.4
155,창원,2014-06-07,19.9,16.2,25.4
155,창원,2014-06-08,20,17.9,23
155,창원,2014-06-09,20.6,19.1,23.6
155,창원,2014-06-10,21.4,18.8,24.4
155,창원,2014-06-11,21.7,18.8,25.2
155,창원,2014-06-12,19,15.9,23.8
155,창원,2014-06-13,21.3,16.6,27
155,창원,2014-06-14,22.6,18.3,28.2
155,창원,2014-06-15,23.4,18,31
155,창원,2014-06-16,24.6,19.9,30.9
155,창원,2014-06-17,21.7,20.3,23.5
155,창원,2014-06-18,21.7,17.7,28.3
155,창원,2014-06-19,22.8,18.2,28.4
155,창원,2014-06-20,22.7,19.3,26.4
155,창원,2014-06-21,21.3,19.9,23
155,창원,2014-06-22,21.5,19.8,24.7
155,창원,2014-06-23,21,18.5,25.2
155,창원,2014-06-24,21.7,18.6,27.2
155,창원,2014-06-25,22.8,19.1,27.8
155,창원,2014-06-26,23.3,19,27.9
155,창원,2014-06-27,23.1,18.9,28
155,창원,2014-06-28,25.2,20.6,31.7
155,창원,2014-06-29,24.8,21,30.1
155,창원,2014-06-30,23.8,21.3,27.9
155,창원,2014-07-01,24.9,20.7,30.6
155,창원,2014-07-02,22.6,18.9,25.4
155,창원,2014-07-03,22,20.3,25.1
155,창원,2014-07-04,23.1,20.9,27
155,창원,2014-07-05,22.8,20.8,25.9
155,창원,2014-07-06,20.9,19.7,21.9
155,창원,2014-07-07,22.2,20.1,23.5
155,창원,2014-07-08,23.5,21.9,25.7
155,창원,2014-07-09,26.3,23.6,30
155,창원,2014-07-10,27.6,23.9,35.2
155,창원,2014-07-11,27.8,22.7,34.2
155,창원,2014-07-12,25,21.9,29.3
155,창원,2014-07-13,22.8,20.4,26.2
155,창원,2014-07-14,25.7,21.6,31.4
155,창원,2014-07-15,23.8,22,27
155,창원,2014-07-16,24.5,21.8,29.3
155,창원,2014-07-17,23.6,22.5,25.7
155,창원,2014-07-18,23.3,21.7,28.1
155,창원,2014-07-19,25.7,21.4,32.9
155,창원,2014-07-20,25.5,23.1,30.8
155,창원,2014-07-21,25.9,22.4,30.3
155,창원,2014-07-22,26.6,22.8,31.6
155,창원,2014-07-23,27.8,23.8,33.2
155,창원,2014-07-24,28.8,24.9,33.8
155,창원,2014-07-25,28.7,26.9,32.4
155,창원,2014-07-26,28,24.2,32.1
155,창원,2014-07-27,24.3,21.4,30.6
155,창원,2014-07-28,23.5,20.3,27
155,창원,2014-07-29,25.3,22,29.3
155,창원,2014-07-30,28.2,23.6,33.1
155,창원,2014-07-31,29.3,25.5,35.2
155,창원,2014-08-01,29,26.8,32.7
155,창원,2014-08-02,27.3,24.8,29.8
155,창원,2014-08-03,25.5,24.5,27.1
155,창원,2014-08-04,24.4,24,25.5
155,창원,2014-08-05,27,24,32.3
155,창원,2014-08-06,27.4,24.5,32.6
155,창원,2014-08-07,25.4,23.4,27.4
155,창원,2014-08-08,24.7,22.8,27.5
155,창원,2014-08-09,25.5,24.4,27.7
155,창원,2014-08-10,24.9,21.2,29.7
155,창원,2014-08-11,24.3,21,29.4
155,창원,2014-08-12,25.9,21.6,32.2
155,창원,2014-08-13,24.7,22.5,27.5
155,창원,2014-08-14,21.9,21,24.7
155,창원,2014-08-15,23.5,21.4,26.2
155,창원,2014-08-16,24.7,22.2,29.3
155,창원,2014-08-17,24.1,20.8,29.1
155,창원,2014-08-18,22.4,20.4,24.9
155,창원,2014-08-19,24.8,23.3,27.8
155,창원,2014-08-20,24.2,23.5,25.1
155,창원,2014-08-21,25.5,22,27.8
155,창원,2014-08-22,25.1,20,30.7
155,창원,2014-08-23,25.4,22.3,30.7
155,창원,2014-08-24,24.9,22.5,27.4
155,창원,2014-08-25,23.7,22.4,25.6
155,창원,2014-08-26,25.2,22.5,29.4
155,창원,2014-08-27,22.5,21,25
155,창원,2014-08-28,21.8,19.9,25.4
155,창원,2014-08-29,22.8,20.3,27.1
155,창원,2014-08-30,22.8,18.3,27.4
155,창원,2014-08-31,22,17.9,26.3
155,창원,2014-09-01,23.3,18.7,28.4
155,창원,2014-09-02,22.1,19.3,26.4
155,창원,2014-09-03,23.4,20.4,26
155,창원,2014-09-04,23.7,19.8,28.5
155,창원,2014-09-05,24.4,20.2,30.8
155,창원,2014-09-06,22,19.4,25.6
155,창원,2014-09-07,23,18.7,28.8
155,창원,2014-09-08,24,20.3,29.3
155,창원,2014-09-09,24.8,21.2,29.7
155,창원,2014-09-10,24.1,21.4,28.6
155,창원,2014-09-11,23.3,20.4,28.4
155,창원,2014-09-12,22.5,20.4,25.4
155,창원,2014-09-13,22.1,17.8,27.8
155,창원,2014-09-14,21.9,17.2,26.9
155,창원,2014-09-15,22.7,18.7,27.9
155,창원,2014-09-16,24.1,20.2,28.6
155,창원,2014-09-17,21.5,18.3,23.9
155,창원,2014-09-18,21.5,19,24.6
155,창원,2014-09-19,20.1,17.2,23.2
155,창원,2014-09-20,21.2,16.8,26.9
155,창원,2014-09-21,20.9,16,27
155,창원,2014-09-22,22,16.4,27.9
155,창원,2014-09-23,20.9,17.9,25.8
155,창원,2014-09-24,20.2,18.6,24.1
155,창원,2014-09-25,21.9,17.8,27.4
155,창원,2014-09-26,21.2,17.6,25.9
155,창원,2014-09-27,21.1,15.8,26.8
155,창원,2014-09-28,21.9,18.5,28
155,창원,2014-09-29,21.6,19.3,25.3
155,창원,2014-09-30,20.9,18.3,24.6
155,창원,2014-10-01,19.8,16,23.5
155,창원,2014-10-02,19.9,15.6,25.7
155,창원,2014-10-03,20.4,16.7,24
155,창원,2014-10-04,18.8,15.5,22.6
155,창원,2014-10-05,18.4,13.6,22.5
155,창원,2014-10-06,18.3,15,23
155,창원,2014-10-07,17.5,12.5,23.1
155,창원,2014-10-08,18.1,13.8,24.3
155,창원,2014-10-09,18.4,13.5,24.4
155,창원,2014-10-10,19.9,14.1,25.3
155,창원,2014-10-11,20.5,17.4,25.1
155,창원,2014-10-12,19.5,17.4,21.1
155,창원,2014-10-13,18,15.7,20.3
155,창원,2014-10-14,16,13.4,20.2
155,창원,2014-10-15,15.7,11.5,20.4
155,창원,2014-10-16,16.4,11.8,22.4
155,창원,2014-10-17,14.9,10.2,21.4
155,창원,2014-10-18,15.4,9.7,23.6
155,창원,2014-10-19,17.1,10.7,23.6
155,창원,2014-10-20,19.7,17.1,22
155,창원,2014-10-21,18.8,15.3,21.5
155,창원,2014-10-22,14.7,11.3,16.1
155,창원,2014-10-23,13.7,9.7,18.6
155,창원,2014-10-24,15.5,10.7,21.6
155,창원,2014-10-25,16.4,11.7,22.8
155,창원,2014-10-26,17.2,12.3,23.1
155,창원,2014-10-27,16.7,12.2,21.2
155,창원,2014-10-28,14.1,9.5,19.8
155,창원,2014-10-29,14.7,10.3,19.5
155,창원,2014-10-30,15.6,11.5,20
155,창원,2014-10-31,14.6,12.9,15.9
155,창원,2014-11-01,16.3,13.4,20.1
155,창원,2014-11-02,14.6,10.4,18.3
155,창원,2014-11-03,11,7.2,15.4
155,창원,2014-11-04,11.1,6.7,16.8
155,창원,2014-11-05,12.5,7.3,19.1
155,창원,2014-11-06,14.8,10.1,19.8
155,창원,2014-11-07,15.4,11.6,19.8
155,창원,2014-11-08,14.2,12.8,17.2
155,창원,2014-11-09,14.3,10.9,18.8
155,창원,2014-11-10,12.7,9.2,18.1
155,창원,2014-11-11,12,7.7,16.9
155,창원,2014-11-12,11.4,7.7,15.6
155,창원,2014-11-13,5.8,2,10
155,창원,2014-11-14,7.3,1.8,12.9
155,창원,2014-11-15,8.9,3.8,13.4
155,창원,2014-11-16,10.2,7.6,15.5
155,창원,2014-11-17,10.6,7.1,14.8
155,창원,2014-11-18,8.4,5.9,12.6
155,창원,2014-11-19,8.4,4,13.6
155,창원,2014-11-20,9.3,4.2,16
155,창원,2014-11-21,10.4,5,16.8
155,창원,2014-11-22,12.6,7.3,18.8
155,창원,2014-11-23,12.7,9.1,16.6
155,창원,2014-11-24,11.9,11,12.7
155,창원,2014-11-25,12.4,10.9,14
155,창원,2014-11-26,11.4,8.6,16.2
155,창원,2014-11-27,11.4,7,16.8
155,창원,2014-11-28,10.8,8.6,13.3
155,창원,2014-11-29,12.7,9.8,18
155,창원,2014-11-30,11.5,9.5,13.1
155,창원,2014-12-01,6.7,.9,13.5
155,창원,2014-12-02,.6,-1.1,4.9
155,창원,2014-12-03,4.1,-2.1,8.4
155,창원,2014-12-04,3,.6,8
155,창원,2014-12-05,.3,-2.2,4.5
155,창원,2014-12-06,.8,-2.7,5.8
155,창원,2014-12-07,1.6,-1,5.6
155,창원,2014-12-08,2.7,-1,6.7
155,창원,2014-12-09,3.1,-.5,8.4
155,창원,2014-12-10,7.8,2.9,12.8
155,창원,2014-12-11,6.8,2.3,10.4
155,창원,2014-12-12,3,-.1,7.6
155,창원,2014-12-13,1.6,-1.2,5.4
155,창원,2014-12-14,.7,-3,4.9
155,창원,2014-12-15,4.6,-.5,8.8
155,창원,2014-12-16,2.5,-2.2,7.3
155,창원,2014-12-17,-2.2,-6,1.9
155,창원,2014-12-18,-1.1,-5.2,3.6
155,창원,2014-12-19,2,-3.7,7.6
155,창원,2014-12-20,4,-.1,9
155,창원,2014-12-21,.3,-2.3,3.6
155,창원,2014-12-22,1.3,-3.8,6
155,창원,2014-12-23,3.5,-.7,8.7
155,창원,2014-12-24,6.6,1.5,13.6
155,창원,2014-12-25,2.3,-.1,7.2
155,창원,2014-12-26,1.4,-1.7,6.2
155,창원,2014-12-27,2.9,-1.7,10.2
155,창원,2014-12-28,3.4,-1.4,6.7
155,창원,2014-12-29,5.3,.7,10.9
155,창원,2014-12-30,6.9,.9,13.8
155,창원,2014-12-31,3.2,.5,6.4
155,창원,2015-01-01,-1.7,-4.4,1.3
155,창원,2015-01-02,-1,-5.4,3.8
155,창원,2015-01-03,.6,-5,6.4
155,창원,2015-01-04,4.8,-.3,11.2
155,창원,2015-01-05,6.1,.9,11.3
155,창원,2015-01-06,6.3,.9,9.7
155,창원,2015-01-07,.1,-2.2,3.2
155,창원,2015-01-08,.4,-4.1,5.3
155,창원,2015-01-09,2.5,-1.3,7.2
155,창원,2015-01-10,3.5,0,8.8
155,창원,2015-01-11,3.8,-1.3,10.3
155,창원,2015-01-12,1.6,-1.7,6.5
155,창원,2015-01-13,3.6,-1.2,9.2
155,창원,2015-01-14,4.8,3.1,6.6
155,창원,2015-01-15,7,3.9,10.8
155,창원,2015-01-16,4.9,1.2,10
155,창원,2015-01-17,2.8,-.4,7
155,창원,2015-01-18,3.4,-.9,8.6
155,창원,2015-01-19,5.9,2.4,10
155,창원,2015-01-20,3.8,-.3,8.9
155,창원,2015-01-21,4.9,3.4,7.6
155,창원,2015-01-22,5.7,4.2,8.1
155,창원,2015-01-23,4.6,2,8.6
155,창원,2015-01-24,4.3,.1,9.3
155,창원,2015-01-25,5.8,1.5,9.1
155,창원,2015-01-26,9,6,12.7
155,창원,2015-01-27,4.8,1.7,8.9
155,창원,2015-01-28,1.9,-1.7,6.1
155,창원,2015-01-29,3.8,1.1,7
155,창원,2015-01-30,3.2,-.4,7.7
155,창원,2015-01-31,.3,-3.2,4.8
155,창원,2015-02-01,2.2,-3.2,8.3
155,창원,2015-02-02,3.5,-.6,9.1
155,창원,2015-02-03,5.1,-.3,9.5
155,창원,2015-02-04,5.1,2.5,10.1
155,창원,2015-02-05,3.4,.4,7.6
155,창원,2015-02-06,3.4,-.7,9.6
155,창원,2015-02-07,4.8,.3,9.5
155,창원,2015-02-08,-.5,-5.8,5.4
155,창원,2015-02-09,-2.4,-7.8,3.6
155,창원,2015-02-10,4.3,-2.1,10.8
155,창원,2015-02-11,6.1,-.2,11.8
155,창원,2015-02-12,4.4,-1,9.3
155,창원,2015-02-13,2,-3.6,8.1
155,창원,2015-02-14,4.4,-2,10.1
155,창원,2015-02-15,5.5,2.3,8.1
155,창원,2015-02-16,6.4,6,7.2
155,창원,2015-02-17,5.8,3,10.5
155,창원,2015-02-18,4.2,2.5,7.1
155,창원,2015-02-19,5,1.7,10
155,창원,2015-02-20,5.7,.9,10.4
155,창원,2015-02-21,8,4.3,10.4
155,창원,2015-02-22,10.7,5.5,16.5
155,창원,2015-02-23,6,2.9,11.6
155,창원,2015-02-24,6.5,3.2,11.9
155,창원,2015-02-25,7.7,4.5,11.9
155,창원,2015-02-26,7.2,1.8,13.2
155,창원,2015-02-27,1.9,-2.3,5.8
155,창원,2015-02-28,3.5,.6,6.7
155,창원,2015-03-01,4.6,1.8,9.9
155,창원,2015-03-02,5.2,1.5,11.4
155,창원,2015-03-03,3.4,1.5,4.5
155,창원,2015-03-04,2.7,-.3,6.9
155,창원,2015-03-05,3.2,-1.7,8.1
155,창원,2015-03-06,5.7,1.9,10.6
155,창원,2015-03-07,7.4,2.7,12.9
155,창원,2015-03-08,7.9,2.3,13.1
155,창원,2015-03-09,7.9,-1.4,15.8
155,창원,2015-03-10,.5,-3.6,6.2
155,창원,2015-03-11,5.1,-.6,11
155,창원,2015-03-12,6.1,.1,10.3
155,창원,2015-03-13,7.5,4.6,12.5
155,창원,2015-03-14,8.4,3.2,13.4
155,창원,2015-03-15,8.9,3.8,15.3
155,창원,2015-03-16,10.8,5.9,18.3
155,창원,2015-03-17,13.4,6.9,20.8
155,창원,2015-03-18,11.1,9.5,14.5
155,창원,2015-03-19,11.6,9,18
155,창원,2015-03-20,12.9,9.2,19.7
155,창원,2015-03-21,14.4,9.2,20.9
155,창원,2015-03-22,14,8.7,19.7
155,창원,2015-03-23,8.8,4,15.6
155,창원,2015-03-24,7.4,3.3,13.6
155,창원,2015-03-25,8.4,3.2,14.4
155,창원,2015-03-26,10,4.1,17.4
155,창원,2015-03-27,11.8,5.8,19.9
155,창원,2015-03-28,12.8,5.8,20.1
155,창원,2015-03-29,14.8,8.3,22.2
155,창원,2015-03-30,14.8,9.9,19.5
155,창원,2015-03-31,13.3,10.1,14.8
155,창원,2015-04-01,12.6,10.3,15.2
155,창원,2015-04-02,13.9,9.9,20.3
155,창원,2015-04-03,17.1,12.8,21.5
155,창원,2015-04-04,11.7,9.2,15.9
155,창원,2015-04-05,10.7,9.1,12.4
155,창원,2015-04-06,11.8,10.2,13.1
155,창원,2015-04-07,10,8.9,11.3
155,창원,2015-04-08,9.3,6.9,12.4
155,창원,2015-04-09,9.8,5.5,14.4
155,창원,2015-04-10,12,7.9,17.7
155,창원,2015-04-11,12.3,8,17.9
155,창원,2015-04-12,13.8,8.2,20
155,창원,2015-04-13,11.5,9.9,12.9
155,창원,2015-04-14,11.1,7.2,15.6
155,창원,2015-04-15,14.2,6.5,22
155,창원,2015-04-16,14.3,10.1,20.1
155,창원,2015-04-17,12.8,6,19.6
155,창원,2015-04-18,12.9,8.6,20.2
155,창원,2015-04-19,14.9,10.6,16.8
155,창원,2015-04-20,13.2,9.6,16.8
155,창원,2015-04-21,12.9,8.4,20.5
155,창원,2015-04-22,16.4,10.5,23.6
155,창원,2015-04-23,15.8,11.3,22.9
155,창원,2015-04-24,15.8,9.4,22.4
155,창원,2015-04-25,17.7,12.8,24.9
155,창원,2015-04-26,18.9,11.6,27.4
155,창원,2015-04-27,18.5,12.3,26.2
155,창원,2015-04-28,17.4,13.7,22.6
155,창원,2015-04-29,16.1,15.3,17.3
155,창원,2015-04-30,17.4,14.3,21.5
155,창원,2015-05-01,18.7,15.1,23.1
155,창원,2015-05-02,19.8,14.4,26.1
155,창원,2015-05-03,17.4,16.8,18.9
155,창원,2015-05-04,19.6,14.9,26
155,창원,2015-05-05,16.4,10.8,22.4
155,창원,2015-05-06,16.4,10.7,21.1
155,창원,2015-05-07,18.1,13.1,25.1
155,창원,2015-05-08,18.9,13.8,25.2
155,창원,2015-05-09,17.9,13.8,24.1
155,창원,2015-05-10,16.5,13.2,21.1
155,창원,2015-05-11,16.6,12.6,20.7
155,창원,2015-05-12,17.2,14.9,19.9
155,창원,2015-05-13,20.8,14.9,27.2
155,창원,2015-05-14,19.4,14.9,23.6
155,창원,2015-05-15,19.3,16.5,24.9
155,창원,2015-05-16,17.2,14.9,19.9
155,창원,2015-05-17,19,12.5,26.8
155,창원,2015-05-18,15.3,13.7,17.4
155,창원,2015-05-19,19,13.9,25.4
155,창원,2015-05-20,19.4,13.7,24.9
155,창원,2015-05-21,19.4,12.6,26.9
155,창원,2015-05-22,21.1,16.1,27.8
155,창원,2015-05-23,19.7,15.9,25.2
155,창원,2015-05-24,20.8,14.8,26.9
155,창원,2015-05-25,22,16.1,28.2
155,창원,2015-05-26,24.5,17.6,33.6
155,창원,2015-05-27,23.9,18.8,30.3
155,창원,2015-05-28,21.6,17.2,28.8
155,창원,2015-05-29,22.6,16,29.1
155,창원,2015-05-30,20,18.2,21.8
155,창원,2015-05-31,20.9,16.7,28.1
155,창원,2015-06-01,22.4,16.5,27.3
155,창원,2015-06-02,21.1,18.4,24.6
155,창원,2015-06-03,21.2,17.3,29.6
155,창원,2015-06-04,21.5,15.3,28.6
155,창원,2015-06-05,16.2,13.5,19.9
155,창원,2015-06-06,17.7,12.6,25.3
155,창원,2015-06-07,19.1,15.2,23.9
155,창원,2015-06-08,19.5,16.6,22.4
155,창원,2015-06-09,21.9,18.2,27.6
155,창원,2015-06-10,23.1,18.3,28.6
155,창원,2015-06-11,21,19.1,23
155,창원,2015-06-12,24.2,19.9,30.8
155,창원,2015-06-13,20.5,18.2,24
155,창원,2015-06-14,22.4,17.3,27.2
155,창원,2015-06-15,22.2,20.6,25.8
155,창원,2015-06-16,21.8,19.7,26.1
155,창원,2015-06-17,20.7,18.9,22.4
155,창원,2015-06-18,22.9,18.8,27.6
155,창원,2015-06-19,23,20.5,27.5
155,창원,2015-06-20,19.3,18.5,20.6
155,창원,2015-06-21,20.4,18.3,24
155,창원,2015-06-22,21.1,17.8,25.2
155,창원,2015-06-23,22.3,18.1,27.6
155,창원,2015-06-24,22.1,19,27
155,창원,2015-06-25,22.1,18.7,26.7
155,창원,2015-06-26,23,20,24.9
155,창원,2015-06-27,20.9,19,23.1
155,창원,2015-06-28,20.9,18.1,26.3
155,창원,2015-06-29,21.8,17.7,27.2
155,창원,2015-06-30,20.5,19.5,23.2
155,창원,2015-07-01,23,19.1,28.6
